amount,merchant_category,channel,device_type,ip_velocity,session_duration_s,failed_auth_count,is_international,hour_of_day,day_of_week,is_weekend,is_night,province_mismatch,amount_zscore,high_velocity_flag,short_session_flag,behavioral_risk_score,is_fraud
6.29,2,0,0,1,128,0,0,8,4,0,0,0,-0.6818,0,0,0.0,0
179.75,7,3,0,2,153,0,0,12,2,0,0,0,-0.0292,0,0,0.0,0
18.91,5,4,2,1,266,0,0,11,3,0,0,0,-0.2835,0,0,0.0,0
61.96,1,3,2,1,182,0,0,15,3,0,0,0,0.3382,0,0,0.0,0
169.64,5,3,1,2,227,0,0,14,2,0,0,0,0.2885,0,0,0.0,0
332.45,0,2,0,2,197,0,0,16,6,1,0,0,0.9181,0,0,0.0,0
40.35,5,3,1,1,152,0,0,18,6,1,0,0,0.833,0,0,0.0,0
238.03,5,3,2,4,184,0,0,19,0,0,0,1,0.259,0,0,0.2,0
14.34,11,1,2,1,156,0,0,20,0,0,0,0,-0.6504,0,0,0.0,0
41.43,5,0,1,3,190,0,0,8,6,1,0,0,-0.2221,0,0,0.0,0
27.65,9,3,0,2,180,0,0,8,2,0,0,0,-0.8424,0,0,0.0,0
47.44,5,1,0,2,254,0,0,21,2,0,0,0,-0.5648,0,0,0.0,0
5.9,11,1,0,3,218,0,0,16,3,0,0,0,-0.2294,0,0,0.0,0
25.68,11,4,2,1,167,0,0,17,6,1,0,0,-0.2432,0,0,0.0,0
108.12,11,1,0,1,167,0,0,15,6,1,0,0,-0.1482,0,0,0.0,0
60.84,13,1,3,2,291,0,0,12,2,0,0,0,-0.1987,0,0,0.0,0
67.79,11,3,2,3,93,0,0,12,0,0,0,0,0.7597,0,0,0.0,0
76.13,14,2,0,1,235,0,0,13,0,0,0,0,-0.6591,0,0,0.0,0
37.98,11,1,1,4,51,0,0,15,6,1,0,0,-0.2747,0,0,0.0,0
369.99,11,1,0,2,175,0,0,0,3,0,1,0,0.0984,0,0,0.15,0
71.74,1,1,0,3,164,0,0,14,5,1,0,0,-0.4051,0,0,0.0,0
49.39,1,4,3,2,160,0,0,14,5,1,0,0,-0.3445,0,0,0.0,0
1719.84,10,2,2,1,106,0,0,11,6,1,0,0,3.9705,0,0,0.0,1
9627.69,9,1,2,3,31,0,0,12,5,1,0,0,3.1861,0,0,0.0,1
66.1,5,1,1,2,200,0,0,15,0,0,0,0,-0.1647,0,0,0.0,0
114.59,5,3,3,1,170,0,0,18,5,1,0,0,-0.0983,0,0,0.0,0
75.69,10,1,1,2,189,0,0,8,5,1,0,0,-0.7105,0,0,0.0,0
283.16,9,1,3,3,190,0,0,16,3,0,0,1,0.3626,0,0,0.2,0
28.99,8,2,0,2,103,0,0,15,1,0,0,0,-0.4107,0,0,0.0,0
10.88,1,2,1,2,251,0,0,10,6,1,0,0,-0.6787,0,0,0.0,0
14.04,9,1,0,2,187,0,0,13,0,0,0,0,-0.7584,0,0,0.0,0
175.97,11,1,3,3,276,0,0,5,4,0,1,1,0.6953,0,0,0.35,0
63.32,2,4,1,2,256,0,0,18,6,1,0,1,1.1762,0,0,0.2,0
238.73,11,0,1,1,130,0,0,12,0,0,0,0,-0.0053,0,0,0.0,0
2613.17,8,4,3,5,16,2,1,4,3,0,1,1,3.9538,0,0,0.65,1
170.36,10,1,2,1,242,0,0,8,3,0,0,0,1.3462,0,0,0.0,0
33.76,5,4,2,2,123,0,0,13,2,0,0,0,-0.0583,0,0,0.0,0
23.63,2,1,2,2,131,0,0,11,3,0,0,1,2.9547,0,0,0.2,0
37.48,11,0,0,1,195,0,0,8,2,0,0,0,-0.146,0,0,0.0,0
17.48,13,0,2,3,259,0,0,10,6,1,0,0,-0.3132,0,0,0.0,0
24.61,11,1,0,1,185,0,0,21,0,0,0,0,-0.5514,0,0,0.0,0
40.63,9,3,3,4,147,0,0,12,0,0,0,0,-0.1086,0,0,0.0,0
103.86,11,2,2,1,126,0,0,18,4,0,0,0,3.087,0,0,0.0,0
23.98,10,0,3,1,74,0,0,12,2,0,0,0,-1.1734,0,0,0.0,0
253.67,5,3,2,3,211,0,0,17,1,0,0,0,-0.7066,0,0,0.0,0
37.7,14,0,3,3,162,0,0,16,6,1,0,1,-0.7994,0,0,0.2,0
16.08,14,3,2,2,157,0,0,9,2,0,0,0,-0.2144,0,0,0.0,0
76.09,11,3,1,1,177,0,0,13,3,0,0,1,1.5711,0,0,0.2,0
12.42,5,3,2,3,258,0,0,20,4,0,0,0,-0.834,0,0,0.0,0
43.18,2,1,1,2,50,0,0,17,2,0,0,0,-0.0047,0,0,0.0,0
81.96,5,3,1,2,101,1,0,17,2,0,0,0,-0.3072,0,0,0.2,0
105.65,5,1,2,1,223,0,0,16,2,0,0,1,-0.2229,0,0,0.2,0
3.49,14,0,0,1,99,0,0,13,0,0,0,1,-0.242,0,0,0.2,0
124.43,1,3,1,3,233,0,0,17,1,0,0,0,1.6863,0,0,0.0,0
40.13,5,0,2,1,152,0,0,14,2,0,0,0,-0.0847,0,0,0.0,0
169.0,5,4,0,1,119,0,0,17,0,0,0,0,-0.8018,0,0,0.0,0
56.03,11,0,1,3,10,1,0,11,1,0,0,0,0.7208,0,1,0.3,0
194.18,11,3,2,2,313,0,0,14,5,1,0,0,-0.1444,0,0,0.0,0
9.58,11,0,2,3,155,0,0,17,4,0,0,0,-0.6968,0,0,0.0,0
129.44,13,2,2,1,232,0,0,16,4,0,0,0,0.7057,0,0,0.0,0
313.74,4,0,0,1,175,0,0,17,4,0,0,0,-0.111,0,0,0.0,0
80.26,11,0,0,2,265,0,0,17,5,1,0,0,-0.2983,0,0,0.0,0
31.23,0,1,1,4,165,0,0,10,6,1,0,0,-1.5081,0,0,0.0,0
625.96,7,4,0,2,189,0,0,15,0,0,0,0,-0.1368,0,0,0.0,0
152.08,2,1,0,1,207,0,0,9,1,0,0,0,1.8371,0,0,0.0,0
17.17,12,1,2,2,254,0,0,10,1,0,0,0,-1.1343,0,0,0.0,0
25.18,5,3,1,3,226,0,0,14,3,0,0,1,-0.9811,0,0,0.2,0
88.99,9,3,2,2,258,0,0,19,6,1,0,0,0.089,0,0,0.0,0
41.17,4,1,2,2,186,0,0,10,1,0,0,0,-0.0344,0,0,0.0,0
80.7,3,3,1,1,100,0,0,12,1,0,0,0,-0.1279,0,0,0.0,0
64.62,11,1,0,4,264,0,0,9,1,0,0,1,1.2809,0,0,0.2,0
36.66,5,4,0,2,158,0,0,9,2,0,0,0,-1.0092,0,0,0.0,0
90.18,9,1,2,1,208,0,0,10,3,0,0,0,-0.2064,0,0,0.0,0
10.6,5,0,2,1,199,0,0,20,2,0,0,0,-0.2786,0,0,0.0,0
66.24,11,4,2,1,83,0,0,15,1,0,0,0,-0.1903,0,0,0.0,0
31.2,4,0,0,1,195,0,0,17,5,1,0,0,-0.3394,0,0,0.0,0
14.54,1,3,2,1,112,0,0,11,5,1,0,0,-0.1932,0,0,0.0,0
6.86,9,2,1,2,174,0,0,15,2,0,0,0,-1.1116,0,0,0.0,0
23.06,11,1,2,2,256,0,0,14,1,0,0,0,0.1266,0,0,0.0,0
27.03,4,0,0,1,160,1,0,11,5,1,0,0,-0.0962,0,0,0.2,0
33.63,9,1,0,1,260,0,0,13,4,0,0,0,-0.6046,0,0,0.0,0
4.66,14,0,2,2,195,0,0,10,1,0,0,0,-0.2907,0,0,0.0,0
24.39,6,3,0,4,245,0,0,7,1,0,0,1,-0.1833,0,0,0.2,0
106.5,10,1,2,2,154,0,0,11,6,1,0,0,2.1366,0,0,0.0,0
18.09,14,1,1,2,258,0,0,14,3,0,0,0,-0.2429,0,0,0.0,0
51.17,9,4,0,4,136,0,0,9,2,0,0,0,2.5392,0,0,0.0,0
22.84,11,1,0,2,255,0,0,13,5,1,0,0,-0.4515,0,0,0.0,0
44.24,6,4,2,2,126,1,0,11,6,1,0,0,-0.2038,0,0,0.2,0
43.74,11,3,0,1,130,0,0,12,4,0,0,0,0.5411,0,0,0.0,0
71.36,0,1,0,1,243,0,0,17,4,0,0,0,-0.284,0,0,0.0,0
43.42,2,1,2,4,112,0,0,18,1,0,0,0,0.6909,0,0,0.0,0
15.52,0,2,0,1,188,0,0,13,5,1,0,0,-0.6448,0,0,0.0,0
21.41,9,1,0,4,157,0,0,9,5,1,0,0,-0.3812,0,0,0.0,0
67.09,4,4,0,5,222,0,0,20,4,0,0,0,-0.9769,0,0,0.0,0
28.5,5,1,1,3,186,0,0,13,1,0,0,0,-0.5164,0,0,0.0,0
29.79,2,2,0,3,198,0,0,11,0,0,0,1,-0.3254,0,0,0.2,0
27.3,9,1,0,4,73,0,0,14,5,1,0,1,-0.2955,0,0,0.2,0
13.61,14,1,0,2,155,0,0,11,0,0,0,0,-0.4217,0,0,0.0,0
34.49,2,1,2,2,191,0,0,14,3,0,0,0,0.4233,0,0,0.0,0
17.97,7,1,0,2,146,1,0,18,5,1,0,0,-0.1892,0,0,0.2,0
90.52,11,4,2,3,234,0,0,17,0,0,0,0,-0.2785,0,0,0.0,0
286.11,5,4,2,1,161,0,0,11,4,0,0,0,-0.2236,0,0,0.0,0
24.29,5,3,2,3,299,0,0,12,4,0,0,0,-0.1566,0,0,0.0,0
15.81,4,3,0,1,165,0,0,19,6,1,0,0,-0.1661,0,0,0.0,0
24.84,9,4,0,2,112,0,0,17,4,0,0,0,-0.1149,0,0,0.0,0
5.13,0,4,0,3,161,0,0,8,2,0,0,0,-1.5507,0,0,0.0,0
58.96,5,0,0,3,240,0,0,16,5,1,0,0,1.7622,0,0,0.0,0
80.81,6,2,1,1,214,0,0,10,2,0,0,0,1.4913,0,0,0.0,0
428.79,2,2,2,1,253,0,0,13,6,1,0,0,-0.1905,0,0,0.0,0
25.22,5,4,2,1,234,0,0,17,4,0,0,0,-0.0837,0,0,0.0,0
15.3,13,1,1,3,186,0,0,9,0,0,0,0,-0.2309,0,0,0.0,0
59.61,3,4,2,1,125,0,0,14,1,0,0,0,-0.545,0,0,0.0,0
62.1,5,3,2,4,218,0,0,12,3,0,0,0,-1.0274,0,0,0.0,0
129.21,11,4,0,5,204,0,0,19,2,0,0,0,2.1618,0,0,0.0,0
22.78,4,1,2,3,141,0,0,9,3,0,0,0,-0.898,0,0,0.0,0
2.86,9,4,3,24,15,3,1,2,0,0,1,1,-1.368,1,0,0.9,1
7.59,9,1,0,1,291,0,0,15,2,0,0,0,-0.7404,0,0,0.0,0
31.01,2,0,0,1,139,0,0,22,1,0,1,0,-0.9779,0,0,0.15,0
56.86,0,1,2,1,205,0,0,19,2,0,0,0,-0.425,0,0,0.0,0
74.95,14,1,1,3,131,1,0,10,4,0,0,1,-0.0414,0,0,0.4,0
37.9,11,3,2,2,252,0,0,15,0,0,0,0,-0.6993,0,0,0.0,0
18.31,9,0,0,1,209,0,0,18,5,1,0,0,-0.2945,0,0,0.0,0
398.62,3,4,1,2,166,0,0,14,5,1,0,0,-0.1876,0,0,0.0,0
21.69,6,0,0,1,175,0,0,15,1,0,0,0,0.7837,0,0,0.0,0
298.95,9,3,2,4,291,0,0,20,4,0,0,0,2.6941,0,0,0.0,0
114.48,11,1,2,3,219,0,0,9,4,0,0,1,-0.3177,0,0,0.2,0
5.48,9,0,2,2,158,1,0,14,0,0,0,0,-0.2834,0,0,0.2,0
25.47,12,4,1,2,149,0,0,14,2,0,0,1,-0.38,0,0,0.2,0
50.05,5,1,0,1,258,0,0,19,1,0,0,0,-0.2583,0,0,0.0,0
15.69,2,1,0,1,294,0,0,11,6,1,0,0,-0.2489,0,0,0.0,0
6.88,10,1,1,1,139,0,0,4,0,0,1,0,-0.8366,0,0,0.15,0
13.45,11,4,3,2,177,0,0,14,2,0,0,0,-0.645,0,0,0.0,0
133.67,9,1,2,2,219,0,0,14,3,0,0,0,-0.1086,0,0,0.0,0
19.77,10,1,3,2,160,0,0,16,4,0,0,0,-0.4088,0,0,0.0,0
51.2,6,1,0,2,214,0,0,21,1,0,0,1,-0.7223,0,0,0.2,0
77.54,5,1,2,2,152,0,0,8,3,0,0,0,0.7346,0,0,0.0,0
29.2,11,1,0,2,223,0,0,15,2,0,0,0,0.3285,0,0,0.0,0
241.51,6,4,1,2,69,0,0,16,4,0,0,0,-0.0941,0,0,0.0,0
302.72,1,1,0,2,154,0,0,21,2,0,0,0,2.5061,0,0,0.0,0
13.02,5,0,1,4,215,0,0,9,2,0,0,0,-0.9994,0,0,0.0,0
19.72,13,0,2,4,164,1,0,12,4,0,0,0,-0.9364,0,0,0.2,0
9.16,6,3,0,1,163,0,0,14,0,0,0,0,0.0441,0,0,0.0,0
65.03,0,1,1,1,245,0,0,16,3,0,0,0,-1.2309,0,0,0.0,0
43.75,9,2,1,2,160,0,0,13,2,0,0,0,-0.1998,0,0,0.0,0
28.66,11,4,2,1,118,0,0,6,3,0,0,0,-0.518,0,0,0.0,0
28.38,7,1,0,1,222,0,0,10,3,0,0,1,-0.8981,0,0,0.2,0
83.02,1,1,0,1,244,0,0,23,1,0,1,0,-0.0959,0,0,0.15,0
121.39,13,4,0,2,212,0,0,15,5,1,0,0,-0.444,0,0,0.0,0
167.31,2,1,2,2,97,0,0,20,3,0,0,0,-0.4941,0,0,0.0,0
109.45,4,1,1,4,250,0,0,17,5,1,0,1,-0.1162,0,0,0.2,0
120.14,1,4,1,3,139,0,0,20,0,0,0,0,-0.3588,0,0,0.0,0
104.8,11,2,0,1,124,0,0,16,1,0,0,1,-0.2174,0,0,0.2,0
22.04,5,4,2,3,219,0,0,18,0,0,0,0,-0.5197,0,0,0.0,0
35.02,7,1,1,2,217,0,0,10,1,0,0,0,-0.2415,0,0,0.0,0
1.22,0,4,3,15,12,4,0,2,5,1,1,1,-1.6261,1,1,0.9,1
107.24,5,1,2,2,128,0,0,11,6,1,0,1,-0.111,0,0,0.2,0
120.99,4,1,2,2,49,0,0,10,6,1,0,0,-0.1619,0,0,0.0,0
58.24,9,4,3,1,261,0,0,5,0,0,1,0,-0.278,0,0,0.15,0
12.78,6,3,2,1,48,0,0,9,0,0,0,0,-0.1858,0,0,0.0,0
23.01,13,1,2,2,240,0,0,10,0,0,0,0,-0.2018,0,0,0.0,0
83.59,11,0,0,2,134,0,0,14,3,0,0,1,1.1813,0,0,0.2,0
98.58,1,3,2,3,348,0,0,12,5,1,0,0,-0.2916,0,0,0.0,0
82.37,13,4,0,2,199,1,0,5,2,0,1,1,-0.3196,0,0,0.55,0
42.21,2,3,0,4,224,0,0,19,3,0,0,0,-0.3251,0,0,0.0,0
111.18,1,3,2,1,97,0,0,14,5,1,0,0,-0.1821,0,0,0.0,0
70.45,3,1,2,1,268,0,0,17,0,0,0,0,-0.0425,0,0,0.0,0
43.58,9,3,3,1,188,0,0,16,5,1,0,0,0.036,0,0,0.0,0
25.76,4,1,0,2,268,0,0,18,3,0,0,0,-0.356,0,0,0.0,0
112.25,10,1,2,1,169,0,0,12,0,0,0,0,-0.0441,0,0,0.0,0
43.98,7,1,0,1,202,0,0,17,5,1,0,0,-0.1926,0,0,0.0,0
49.04,14,1,1,2,114,0,0,15,2,0,0,1,-0.3368,0,0,0.2,0
232.62,13,4,2,2,222,0,0,12,1,0,0,0,2.6236,0,0,0.0,0
5.9,11,3,2,3,141,0,0,16,2,0,0,0,-1.5612,0,0,0.0,0
26.33,2,4,3,4,200,0,0,17,3,0,0,0,-0.5292,0,0,0.0,0
34.06,3,1,0,4,347,0,0,12,4,0,0,0,-0.2309,0,0,0.0,0
32.43,5,1,1,3,111,0,0,8,5,1,0,0,0.0975,0,0,0.0,0
38.26,11,3,1,2,232,0,0,19,6,1,0,1,-0.2957,0,0,0.2,0
91.23,11,4,0,1,223,0,0,15,3,0,0,1,0.9351,0,0,0.2,0
69.95,10,1,2,2,113,0,0,6,1,0,0,0,-0.303,0,0,0.0,0
62.1,5,3,2,1,120,0,0,13,5,1,0,0,1.7357,0,0,0.0,0
16.64,4,3,3,1,154,0,0,12,0,0,0,0,0.4094,0,0,0.0,0
37.56,7,3,0,2,170,0,0,12,3,0,0,0,-0.2209,0,0,0.0,0
330.94,11,3,2,1,190,0,0,16,3,0,0,0,-0.062,0,0,0.0,0
77.99,14,1,2,1,202,0,0,9,6,1,0,0,0.416,0,0,0.0,0
274.6,9,1,3,3,237,0,0,20,5,1,0,0,2.8218,0,0,0.0,0
5.58,5,1,0,1,180,0,0,15,3,0,0,0,-0.4759,0,0,0.0,0
66.95,5,1,3,3,291,0,0,22,3,0,1,0,-0.2824,0,0,0.15,0
17.37,5,1,0,3,281,0,0,10,5,1,0,0,-0.5436,0,0,0.0,0
56.06,1,1,2,1,148,0,0,13,1,0,0,0,-0.7446,0,0,0.0,0
56.07,4,1,2,2,180,0,0,19,5,1,0,0,-1.3102,0,0,0.0,0
121.97,6,3,0,2,222,0,0,18,2,0,0,0,1.6174,0,0,0.0,0
243.58,11,3,3,1,186,0,0,18,4,0,0,0,0.0563,0,0,0.0,0
18.73,14,0,0,3,237,0,0,19,2,0,0,1,-0.6696,0,0,0.2,0
153.35,6,3,3,1,218,0,0,17,5,1,0,0,2.278,0,0,0.0,0
29.91,13,0,0,1,199,0,0,11,6,1,0,0,-0.4051,0,0,0.0,0
72.83,5,3,2,2,225,0,0,17,3,0,0,0,-0.3532,0,0,0.0,0
49.68,6,1,0,3,231,0,0,12,2,0,0,0,-0.9044,0,0,0.0,0
29.16,6,0,1,3,133,0,0,16,5,1,0,1,-0.1785,0,0,0.2,0
36.06,9,3,2,2,216,0,0,9,3,0,0,1,-0.4739,0,0,0.2,0
4.8,11,4,2,3,210,0,0,13,3,0,0,1,-0.1902,0,0,0.2,0
207.27,5,4,2,2,142,0,0,15,5,1,0,0,1.732,0,0,0.0,0
60.39,9,2,3,1,105,0,0,13,3,0,0,0,0.0772,0,0,0.0,0
147.87,6,1,2,2,149,0,0,18,5,1,0,0,-0.1266,0,0,0.0,0
7.06,11,4,3,2,219,0,0,17,3,0,0,0,-1.9379,0,0,0.0,0
25.92,5,1,3,2,217,0,0,21,4,0,0,0,-0.4429,0,0,0.0,0
55.41,7,1,0,5,155,0,0,18,1,0,0,0,-0.3879,0,0,0.0,0
96.84,9,3,2,2,108,0,0,13,1,0,0,0,-0.9384,0,0,0.0,0
41.42,10,4,2,5,152,0,0,17,3,0,0,0,-0.1331,0,0,0.0,0
216.27,6,4,2,1,271,0,0,8,6,1,0,0,2.5849,0,0,0.0,0
86.33,9,1,2,2,135,0,0,19,4,0,0,0,-0.4572,0,0,0.0,0
69.59,0,1,0,2,136,0,0,12,3,0,0,0,-0.8021,0,0,0.0,0
76.62,9,1,2,2,292,0,0,19,3,0,0,1,0.3184,0,0,0.2,0
24.23,5,1,0,1,245,0,0,16,5,1,0,0,0.4673,0,0,0.0,0
11.2,5,2,0,2,194,0,0,16,5,1,0,0,-0.3182,0,0,0.0,0
71.05,11,4,2,2,139,0,0,11,2,0,0,0,-0.2189,0,0,0.0,0
39.26,6,1,2,2,117,0,0,21,2,0,0,0,-0.3002,0,0,0.0,0
12.74,5,4,2,2,289,0,0,10,2,0,0,0,-0.2804,0,0,0.0,0
660.3,11,0,0,1,152,1,0,18,1,0,0,1,-0.026,0,0,0.4,0
84.61,11,3,2,1,132,0,0,11,6,1,0,0,-0.2989,0,0,0.0,0
35.89,1,1,0,2,143,0,0,9,0,0,0,0,-0.2056,0,0,0.0,0
511.8,5,0,3,1,212,0,0,18,0,0,0,0,2.2617,0,0,0.0,0
22.76,10,3,2,2,98,0,0,15,1,0,0,0,-0.4151,0,0,0.0,0
17.92,2,4,0,3,56,0,0,13,0,0,0,0,-0.7196,0,0,0.0,0
77.62,7,0,0,3,101,0,0,6,3,0,0,0,-0.5748,0,0,0.0,0
66.81,11,4,2,1,128,0,0,10,3,0,0,0,0.1857,0,0,0.0,0
18.02,9,2,2,2,219,0,0,20,4,0,0,0,-0.2045,0,0,0.0,0
279.96,11,3,2,3,154,0,0,17,0,0,0,1,-0.1469,0,0,0.2,0
194.93,3,2,3,2,26,3,1,3,4,0,1,1,3.301,0,0,0.65,1
187.3,6,3,2,2,217,0,0,10,6,1,0,0,0.9732,0,0,0.0,0
59.23,9,3,2,2,96,0,0,12,6,1,0,0,0.017,0,0,0.0,0
116.88,5,2,0,3,251,0,0,12,0,0,0,0,0.5303,0,0,0.0,0
40.43,11,3,2,1,97,0,0,23,2,0,1,0,-0.9922,0,0,0.15,0
216.24,9,4,1,2,153,0,0,8,2,0,0,0,-0.0345,0,0,0.0,0
14.89,14,3,0,2,252,0,0,16,0,0,0,0,-0.2428,0,0,0.0,0
18.23,6,4,2,2,179,0,0,13,4,0,0,1,-0.5543,0,0,0.2,0
328.96,12,1,2,1,100,0,0,12,2,0,0,1,-0.7153,0,0,0.2,0
32.31,14,2,2,3,189,0,0,10,5,1,0,0,-0.0351,0,0,0.0,0
70.05,9,4,1,1,157,0,0,1,3,0,1,0,0.2643,0,0,0.15,0
40.12,1,1,2,3,190,0,0,17,3,0,0,0,-0.446,0,0,0.0,0
32.01,2,1,0,1,98,0,0,19,5,1,0,0,0.4811,0,0,0.0,0
25.46,0,4,0,2,188,0,0,7,6,1,0,0,-1.3977,0,0,0.0,0
63.06,6,3,3,3,84,0,0,11,6,1,0,0,-0.3028,0,0,0.0,0
37.83,2,0,0,5,152,0,0,12,3,0,0,0,0.5809,0,0,0.0,0
17.17,0,0,0,1,160,0,0,12,6,1,0,0,-1.1399,0,0,0.0,0
125.06,9,3,2,2,167,0,0,16,1,0,0,1,-0.322,0,0,0.2,0
67.47,10,1,1,3,136,0,0,11,1,0,0,0,0.6717,0,0,0.0,0
87.93,6,3,0,3,252,0,0,15,0,0,0,1,-0.1403,0,0,0.2,0
169.01,2,3,0,1,191,0,0,17,2,0,0,0,-0.1974,0,0,0.0,0
13.17,12,1,1,2,193,0,0,10,3,0,0,0,-0.286,0,0,0.0,0
197.83,8,1,3,4,33,3,1,8,5,1,0,1,0.312,0,0,0.5,1
582.51,9,4,2,2,251,0,0,16,0,0,0,0,1.7455,0,0,0.0,0
146.41,10,2,2,2,145,0,0,15,4,0,0,0,1.0718,0,0,0.0,0
58.42,5,4,0,1,205,0,0,5,1,0,1,0,-0.2714,0,0,0.15,0
2013.31,1,1,0,1,88,0,0,14,3,0,0,0,4.6563,0,0,0.0,1
78.4,9,1,1,1,173,0,0,14,5,1,0,0,0.6522,0,0,0.0,0
86.54,9,4,2,3,73,0,0,12,6,1,0,0,-0.2117,0,0,0.0,0
43.92,13,3,0,1,147,0,0,18,5,1,0,0,1.0077,0,0,0.0,0
111.96,11,1,0,1,194,0,0,15,4,0,0,0,-0.5699,0,0,0.0,0
231.24,5,0,1,3,84,0,0,17,2,0,0,0,-0.1552,0,0,0.0,0
42.27,14,4,2,3,204,0,0,23,6,1,1,0,-0.4772,0,0,0.15,0
72.27,5,2,3,2,194,0,0,14,6,1,0,0,-0.6535,0,0,0.0,0
115.76,13,4,1,4,221,0,0,16,6,1,0,0,1.5253,0,0,0.0,0
40.29,9,4,2,1,236,0,0,18,5,1,0,0,-0.1853,0,0,0.0,0
271.92,14,3,1,2,172,0,0,19,0,0,0,0,0.867,0,0,0.0,0
19.91,11,1,1,1,148,0,0,20,3,0,0,0,1.3319,0,0,0.0,0
10.41,2,1,3,2,119,0,0,13,2,0,0,0,-0.9295,0,0,0.0,0
23.56,10,1,0,2,102,0,0,15,4,0,0,0,0.4028,0,0,0.0,0
26.57,2,0,0,3,81,0,0,13,5,1,0,0,-0.3508,0,0,0.0,0
42.22,11,4,3,3,286,0,0,15,5,1,0,1,1.8303,0,0,0.2,0
11.5,5,1,3,2,237,0,0,13,0,0,0,0,-0.2938,0,0,0.0,0
125.91,5,1,3,2,86,0,0,11,2,0,0,1,-0.6945,0,0,0.2,0
2135.5,1,3,3,5,10,1,1,2,6,1,1,1,3.016,0,1,0.75,1
270.22,1,0,0,2,257,0,0,18,3,0,0,0,-0.1463,0,0,0.0,0
116.88,2,1,0,2,225,0,0,6,0,0,0,0,1.6755,0,0,0.0,0
182.63,5,1,0,3,154,0,0,16,5,1,0,0,0.5898,0,0,0.0,0
15.61,4,0,0,2,210,0,0,18,1,0,0,0,-0.1532,0,0,0.0,0
25.85,11,4,3,2,203,0,0,23,2,0,1,0,-0.1669,0,0,0.15,0
19.19,1,1,0,1,160,0,0,17,3,0,0,0,-0.941,0,0,0.0,0
143.86,5,1,3,3,151,0,0,15,2,0,0,0,-0.5578,0,0,0.0,0
53.33,11,4,3,2,139,0,0,11,0,0,0,0,-0.9246,0,0,0.0,0
65.45,5,3,0,3,169,0,0,7,1,0,0,0,-0.2314,0,0,0.0,0
20.81,9,0,2,2,199,0,0,15,1,0,0,1,-0.7948,0,0,0.2,0
103.22,14,3,2,1,130,0,0,10,5,1,0,1,0.3459,0,0,0.2,0
66.3,14,4,2,2,59,0,0,13,5,1,0,0,-0.4422,0,0,0.0,0
121.76,4,1,1,1,172,0,0,12,0,0,0,0,-0.2532,0,0,0.0,0
3.51,12,1,0,1,207,0,0,11,1,0,0,0,-1.2474,0,0,0.0,0
31.13,0,4,0,1,166,0,0,11,2,0,0,0,1.4068,0,0,0.0,0
40.22,3,0,2,3,222,0,0,6,3,0,0,0,-0.1127,0,0,0.0,0
11.69,10,3,0,2,247,0,0,16,1,0,0,0,0.2137,0,0,0.0,0
7.99,9,1,0,2,157,0,0,12,0,0,0,0,-0.2698,0,0,0.0,0
28.49,2,0,2,1,291,0,0,12,2,0,0,0,-0.0415,0,0,0.0,0
30.26,13,1,0,1,151,0,0,4,5,1,1,0,-0.6293,0,0,0.15,0
15.65,10,3,1,1,261,0,0,7,1,0,0,0,-0.2492,0,0,0.0,0
14.29,11,3,0,3,183,0,0,18,5,1,0,0,-0.7092,0,0,0.0,0
26.35,5,1,2,1,231,0,0,16,0,0,0,1,2.5644,0,0,0.2,0
18.92,9,1,0,2,90,0,0,15,0,0,0,0,1.7748,0,0,0.0,0
26.94,12,4,1,2,296,0,0,19,2,0,0,0,-1.1431,0,0,0.0,0
28.58,5,4,3,4,166,0,0,12,3,0,0,0,-0.2528,0,0,0.0,0
27.1,0,1,2,2,255,0,0,17,5,1,0,0,-0.3541,0,0,0.0,0
73.51,8,0,1,1,221,0,0,14,4,0,0,1,-0.3864,0,0,0.2,0
8.72,5,2,0,1,113,0,0,12,6,1,0,0,-0.238,0,0,0.0,0
25.23,0,3,0,2,186,0,0,10,5,1,0,1,-0.943,0,0,0.2,0
52.57,13,0,1,3,178,0,0,15,6,1,0,0,0.1296,0,0,0.0,0
13.18,2,1,2,2,155,0,0,12,3,0,0,0,-0.5197,0,0,0.0,0
100.7,1,4,1,1,186,0,0,15,3,0,0,1,-0.1727,0,0,0.2,0
33.0,5,1,1,1,186,0,0,17,1,0,0,0,-0.696,0,0,0.0,0
7.0,12,1,2,3,167,0,0,15,6,1,0,0,-0.1992,0,0,0.0,0
6.09,9,1,0,3,105,0,0,17,0,0,0,0,-0.8331,0,0,0.0,0
98.26,7,1,0,2,168,0,0,8,3,0,0,0,-0.5705,0,0,0.0,0
99.96,5,1,0,3,171,0,0,16,0,0,0,0,0.0743,0,0,0.0,0
8.06,2,0,3,2,254,0,0,10,5,1,0,0,-0.4364,0,0,0.0,0
134.88,5,1,3,3,283,0,0,16,4,0,0,0,-0.6455,0,0,0.0,0
16.48,9,1,2,1,173,0,0,9,4,0,0,0,-1.1595,0,0,0.0,0
291.46,13,1,0,1,120,0,0,11,4,0,0,0,0.6471,0,0,0.0,0
20.07,4,4,0,1,189,0,0,19,1,0,0,0,1.4829,0,0,0.0,0
19.21,11,3,2,1,221,0,0,17,3,0,0,0,-0.3251,0,0,0.0,0
52.8,9,1,0,2,184,0,0,16,0,0,0,1,-0.1189,0,0,0.2,0
20.96,5,1,3,3,186,0,0,0,1,0,1,0,-0.2471,0,0,0.15,0
