customer_id,province,account_age_days,avg_monthly_spend,avg_txn_amount,typical_peak_hour,preferred_channel,preferred_device,risk_score_initial
CUST_000732,ON,168,353.96,16.09,16.5,atm,android,0.4413
CUST_000733,QC,169,275.7,8.35,15.7,phone,android,0.1109
CUST_000734,QC,444,795.01,25.65,12.4,web,unknown,0.1338
CUST_000735,ON,411,1848.0,52.8,14.0,web,android,0.2406
CUST_000736,BC,995,2482.05,146.0,19.0,mobile_app,android,0.1965
CUST_000737,ON,760,715.74,23.86,15.7,mobile_app,desktop_browser,0.2033
CUST_000738,QC,809,1491.23,49.71,14.5,mobile_app,desktop_browser,0.3565
CUST_000739,NB,195,2475.28,176.81,18.8,atm,android,0.1112
CUST_000740,ON,583,900.43,33.35,8.5,web,ios,0.2817
CUST_000741,QC,201,274.21,10.55,13.8,mobile_app,android,0.0882
CUST_000742,BC,1378,374.43,14.98,11.4,atm,android,0.0089
CUST_000743,ON,1438,1151.5,76.77,9.1,phone,desktop_browser,0.1147
CUST_000744,SK,637,730.79,19.75,7.1,web,desktop_browser,0.3831
CUST_000745,ON,416,125.99,5.73,13.7,pos_terminal,android,0.2012
CUST_000746,NL,971,1720.0,172.0,9.4,mobile_app,ios,0.2646
CUST_000747,ON,685,577.74,17.51,15.9,phone,desktop_browser,0.3307
CUST_000748,ON,144,2189.43,87.58,5.9,mobile_app,ios,0.0678
CUST_000749,NS,1028,1329.69,44.32,12.0,mobile_app,ios,0.2414
CUST_000750,MB,1029,650.43,22.43,12.4,atm,desktop_browser,0.1292
CUST_000751,QC,999,6025.99,241.04,17.2,pos_terminal,desktop_browser,0.1896
CUST_000752,ON,1223,992.06,62.0,17.0,mobile_app,android,0.0374
CUST_000753,ON,675,3515.67,251.12,13.8,web,android,0.0103
CUST_000754,AB,454,920.26,46.01,11.6,mobile_app,ios,0.2067
CUST_000755,QC,579,1369.76,105.37,17.2,pos_terminal,desktop_browser,0.1481
CUST_000756,ON,604,1114.49,58.66,14.5,mobile_app,android,0.24
CUST_000757,ON,226,763.09,58.7,13.3,mobile_app,unknown,0.0667
CUST_000758,ON,241,2836.08,157.56,10.2,mobile_app,ios,0.1273
CUST_000759,QC,1312,238.28,6.44,15.1,web,android,0.1903
CUST_000760,MB,1319,4109.91,105.38,13.9,web,android,0.2265
CUST_000761,SK,343,573.3,52.12,8.6,mobile_app,unknown,0.1187
CUST_000762,QC,593,1364.29,113.69,17.4,pos_terminal,ios,0.2199
CUST_000763,QC,832,1190.86,54.13,16.9,pos_terminal,android,0.2607
CUST_000764,ON,127,513.29,15.1,11.3,atm,android,0.4992
CUST_000765,BC,282,489.73,14.4,14.0,atm,ios,0.1469
CUST_000766,ON,75,1611.31,59.68,10.9,mobile_app,android,0.1224
CUST_000767,ON,628,458.89,16.39,14.9,pos_terminal,ios,0.0287
CUST_000768,BC,382,1027.89,93.44,13.6,pos_terminal,ios,0.1972
CUST_000769,SK,1006,581.53,48.46,21.4,pos_terminal,ios,0.1329
CUST_000770,ON,393,595.45,35.03,14.0,pos_terminal,android,0.4007
CUST_000771,MB,315,2632.89,125.38,11.6,pos_terminal,android,0.1725
CUST_000772,NL,870,550.55,18.98,16.5,mobile_app,ios,0.2535
CUST_000773,BC,489,660.75,23.6,13.7,mobile_app,ios,0.0548
CUST_000774,BC,1011,616.36,18.13,10.6,mobile_app,android,0.2912
CUST_000775,ON,934,817.49,35.54,14.9,mobile_app,ios,0.407
CUST_000776,AB,570,2781.38,95.91,11.3,web,android,0.1167
CUST_000777,BC,1309,662.04,25.46,21.0,web,ios,0.202
CUST_000778,QC,403,464.18,27.3,11.3,pos_terminal,android,0.1533
CUST_000779,QC,1042,387.27,16.84,9.5,mobile_app,android,0.416
CUST_000780,BC,1256,2318.79,72.46,12.9,web,desktop_browser,0.2516
CUST_000781,ON,274,731.28,27.08,22.0,web,desktop_browser,0.1775
CUST_000782,BC,1395,1210.49,35.6,12.5,mobile_app,desktop_browser,0.2568
CUST_000783,QC,587,1323.63,36.77,14.9,pos_terminal,ios,0.1581
CUST_000784,ON,636,3385.38,161.21,13.2,pos_terminal,desktop_browser,0.1061
CUST_000785,BC,1452,2161.51,65.5,16.8,mobile_app,ios,0.35
CUST_000786,SK,927,2086.58,115.92,8.0,pos_terminal,desktop_browser,0.1445
CUST_000787,ON,1413,3204.54,178.03,13.3,pos_terminal,ios,0.0451
CUST_000788,BC,1325,1859.13,54.68,14.3,pos_terminal,ios,0.1507
CUST_000789,ON,604,2418.33,109.92,12.2,mobile_app,desktop_browser,0.1749
CUST_000790,QC,1075,3457.47,265.96,17.0,mobile_app,ios,0.144
CUST_000791,QC,1279,1368.35,35.09,8.3,atm,android,0.2624
CUST_000792,ON,179,275.67,7.88,14.4,mobile_app,android,0.365
CUST_000793,ON,1445,583.72,44.9,18.1,pos_terminal,android,0.3306
CUST_000794,AB,1426,1121.86,48.78,15.5,mobile_app,ios,0.4659
CUST_000795,NS,1233,923.04,30.77,12.4,atm,android,0.2075
CUST_000796,AB,1122,499.79,19.22,10.6,mobile_app,ios,0.2143
CUST_000797,BC,760,2215.67,69.24,11.2,web,ios,0.3317
CUST_000798,QC,1159,526.49,16.98,12.9,mobile_app,desktop_browser,0.2114
CUST_000799,ON,294,810.55,26.15,8.6,mobile_app,android,0.3403
CUST_000800,QC,786,1957.32,75.28,8.7,mobile_app,ios,0.1965
CUST_000801,ON,649,292.5,13.3,13.3,mobile_app,desktop_browser,0.0816
CUST_000802,NS,1308,2126.87,66.46,16.1,pos_terminal,android,0.2099
CUST_000803,ON,1405,2459.03,66.46,15.1,mobile_app,ios,0.2625
CUST_000804,ON,1203,2189.02,68.41,13.7,web,desktop_browser,0.4125
CUST_000805,ON,650,1410.3,100.74,12.9,pos_terminal,desktop_browser,0.1857
CUST_000806,QC,507,302.31,7.96,15.0,atm,ios,0.1455
CUST_000807,QC,679,1228.1,42.35,19.0,web,android,0.2973
CUST_000808,BC,636,4410.45,367.54,14.3,mobile_app,desktop_browser,0.0977
CUST_000809,AB,588,360.59,9.49,17.1,pos_terminal,android,0.1689
CUST_000810,ON,394,892.8,89.28,14.8,mobile_app,desktop_browser,0.1159
CUST_000811,ON,1468,998.12,99.81,14.0,mobile_app,android,0.2064
CUST_000812,BC,1337,8264.91,435.0,9.8,mobile_app,desktop_browser,0.0644
CUST_000813,ON,530,1127.62,43.37,17.2,pos_terminal,desktop_browser,0.0718
CUST_000814,ON,880,289.66,24.14,16.6,pos_terminal,android,0.0105
CUST_000815,BC,1309,1179.36,58.97,4.8,pos_terminal,android,0.4207
CUST_000816,ON,1289,1088.8,36.29,11.2,pos_terminal,android,0.1001
CUST_000817,ON,1400,361.08,10.62,13.3,web,ios,0.3687
CUST_000818,BC,401,1630.1,108.67,12.2,web,android,0.2851
CUST_000819,ON,1103,613.88,26.69,12.6,web,android,0.4349
CUST_000820,BC,1402,782.38,52.16,14.1,pos_terminal,desktop_browser,0.2255
CUST_000821,QC,876,7907.18,316.29,10.7,web,ios,0.0897
CUST_000822,ON,1154,571.19,17.31,10.3,pos_terminal,android,0.1139
CUST_000823,AB,1233,1576.7,82.98,19.3,web,desktop_browser,0.1404
CUST_000824,ON,1272,1389.34,115.78,14.0,phone,desktop_browser,0.1195
CUST_000825,NB,1497,830.62,21.86,11.1,mobile_app,android,0.1393
CUST_000826,QC,275,1733.6,57.79,15.2,mobile_app,ios,0.1374
CUST_000827,QC,791,851.61,50.09,14.9,web,desktop_browser,0.0669
CUST_000828,BC,125,3330.68,175.3,14.4,web,desktop_browser,0.5598
CUST_000829,MB,1041,2075.53,129.72,18.5,pos_terminal,android,0.1289
CUST_000830,QC,278,1337.64,83.6,11.7,web,ios,0.0095
CUST_000831,ON,1283,889.19,27.79,13.6,pos_terminal,ios,0.1796
CUST_000832,ON,842,720.67,48.04,15.2,mobile_app,android,0.1802
CUST_000833,PE,1000,924.82,27.2,15.9,mobile_app,android,0.0785
CUST_000834,NB,308,3641.71,145.67,11.6,mobile_app,android,0.071
CUST_000835,ON,1144,838.02,33.52,15.8,mobile_app,android,0.0922
CUST_000836,BC,1377,660.73,50.83,19.9,mobile_app,android,0.0616
CUST_000837,SK,985,672.95,67.29,15.1,pos_terminal,unknown,0.1155
CUST_000838,ON,1216,2125.06,96.59,9.5,mobile_app,ios,0.4567
CUST_000839,AB,1048,563.36,15.23,15.6,web,ios,0.218
CUST_000840,AB,107,1814.81,75.62,14.2,mobile_app,ios,0.2363
CUST_000841,QC,1082,427.61,22.51,15.4,web,ios,0.4476
CUST_000842,ON,585,1034.34,49.25,11.6,phone,desktop_browser,0.3367
CUST_000843,AB,333,3006.94,187.93,15.8,mobile_app,ios,0.2697
CUST_000844,NS,1118,1786.3,74.43,13.9,pos_terminal,android,0.2755
CUST_000845,ON,1265,1982.19,82.59,19.0,pos_terminal,android,0.0705
CUST_000846,ON,926,3137.01,116.19,14.0,mobile_app,ios,0.0692
CUST_000847,ON,200,1466.16,81.45,8.8,atm,desktop_browser,0.2077
CUST_000848,BC,815,460.08,18.4,14.1,mobile_app,ios,0.0189
CUST_000849,ON,593,2839.49,105.17,16.0,pos_terminal,android,0.2375
CUST_000850,SK,662,1536.18,102.41,16.4,web,ios,0.2857
CUST_000851,PE,408,847.86,32.61,18.0,phone,desktop_browser,0.0517
CUST_000852,ON,309,3016.12,251.34,15.3,pos_terminal,ios,0.0625
CUST_000853,BC,523,2630.56,125.26,23.0,pos_terminal,desktop_browser,0.2933
CUST_000854,AB,1286,645.46,49.65,9.4,mobile_app,ios,0.5598
CUST_000855,BC,823,5347.94,148.55,14.5,web,ios,0.4694
CUST_000856,ON,305,821.06,35.7,14.6,phone,android,0.0559
CUST_000857,QC,1359,1407.37,58.64,11.7,mobile_app,desktop_browser,0.0788
CUST_000858,SK,1448,1123.52,34.05,9.7,web,unknown,0.0702
CUST_000859,ON,898,450.94,16.7,13.3,pos_terminal,ios,0.2907
CUST_000860,ON,407,615.49,43.96,16.5,web,android,0.2306
CUST_000861,BC,244,2232.39,79.73,12.5,web,ios,0.0868
CUST_000862,ON,363,1608.95,51.9,17.0,mobile_app,desktop_browser,0.1118
CUST_000863,PE,859,613.13,32.27,11.4,mobile_app,android,0.1368
CUST_000864,BC,658,619.4,18.22,17.5,pos_terminal,android,0.197
CUST_000865,NS,945,392.1,11.2,9.2,web,desktop_browser,0.135
CUST_000866,QC,1049,9587.98,958.8,15.6,web,desktop_browser,0.0937
CUST_000867,AB,676,3412.6,106.64,14.9,phone,android,0.3357
CUST_000868,ON,903,510.38,39.26,21.0,web,desktop_browser,0.0653
CUST_000869,QC,990,8769.7,350.79,8.8,web,desktop_browser,0.1283
CUST_000870,BC,345,2520.08,120.0,10.9,pos_terminal,ios,0.1852
CUST_000871,ON,906,658.36,43.89,13.9,web,ios,0.2563
CUST_000872,AB,1136,3176.04,198.5,14.4,mobile_app,ios,0.0194
CUST_000873,NB,668,787.0,20.18,18.9,mobile_app,android,0.0366
CUST_000874,QC,815,694.43,27.78,12.7,pos_terminal,desktop_browser,0.3138
CUST_000875,BC,1360,1480.27,38.95,13.8,atm,ios,0.1436
CUST_000876,NS,727,1977.71,59.93,13.5,mobile_app,ios,0.5509
CUST_000877,ON,888,735.19,43.25,20.7,web,unknown,0.2349
CUST_000878,ON,586,848.97,26.53,13.8,pos_terminal,android,0.12
CUST_000879,AB,1463,925.78,34.29,15.8,mobile_app,desktop_browser,0.405
CUST_000880,ON,1475,1674.63,50.75,15.2,pos_terminal,android,0.1624
CUST_000881,BC,64,1850.51,168.23,15.4,mobile_app,android,0.2731
CUST_000882,BC,1469,1210.46,100.87,15.6,pos_terminal,ios,0.2464
CUST_000883,ON,1242,1577.49,46.4,11.7,mobile_app,ios,0.3139
CUST_000884,QC,1075,1174.36,55.92,13.2,atm,ios,0.1418
CUST_000885,ON,1016,880.32,25.15,12.6,atm,ios,0.0929
CUST_000886,NB,782,3129.05,92.03,17.5,web,desktop_browser,0.3726
CUST_000887,ON,331,2269.83,113.49,9.6,mobile_app,desktop_browser,0.2972
CUST_000888,AB,1363,126.54,5.06,10.5,mobile_app,ios,0.2184
CUST_000889,BC,1073,3139.54,142.71,17.3,atm,desktop_browser,0.1757
CUST_000890,ON,292,550.91,15.3,12.0,phone,android,0.368
CUST_000891,QC,305,3655.37,135.38,16.3,mobile_app,ios,0.1909
CUST_000892,ON,590,3200.37,123.09,8.7,web,android,0.0091
CUST_000893,ON,587,1681.61,140.13,7.9,mobile_app,android,0.0889
CUST_000894,PE,1080,578.92,34.05,14.7,pos_terminal,android,0.2149
CUST_000895,BC,1478,367.04,11.12,13.1,mobile_app,android,0.2854
CUST_000896,MB,1236,453.02,26.65,11.0,mobile_app,ios,0.1869
CUST_000897,AB,101,569.95,17.27,3.8,mobile_app,ios,0.0821
CUST_000898,ON,408,846.53,27.31,17.6,pos_terminal,android,0.3205
CUST_000899,AB,466,981.71,25.17,9.4,pos_terminal,android,0.0718
CUST_000900,ON,848,1586.41,99.15,13.1,mobile_app,android,0.4122
CUST_000901,AB,1488,428.06,15.85,16.3,mobile_app,desktop_browser,0.2451
CUST_000902,ON,590,958.29,33.04,19.3,mobile_app,android,0.1825
CUST_000903,QC,135,541.78,16.93,14.3,phone,ios,0.2033
CUST_000904,AB,322,668.68,23.06,11.6,web,android,0.1622
CUST_000905,ON,688,1139.08,56.95,8.7,phone,ios,0.2689
CUST_000906,QC,622,2603.41,130.17,14.0,pos_terminal,android,0.2082
CUST_000907,NB,880,193.7,10.19,11.3,mobile_app,desktop_browser,0.5052
CUST_000908,SK,724,234.73,9.78,9.6,pos_terminal,ios,0.2136
CUST_000909,ON,1320,1162.34,77.49,10.5,pos_terminal,android,0.1386
CUST_000910,QC,863,932.6,62.17,14.5,mobile_app,ios,0.0484
CUST_000911,ON,1161,1775.94,53.82,13.5,pos_terminal,android,0.0884
CUST_000912,QC,1199,684.81,23.61,16.8,web,ios,0.0774
CUST_000913,ON,1339,257.42,6.6,11.0,web,ios,0.2272
CUST_000914,AB,909,1131.12,102.83,16.4,pos_terminal,ios,0.1034
CUST_000915,MB,804,574.47,44.19,13.3,atm,unknown,0.3595
CUST_000916,BC,35,299.15,29.92,17.8,web,unknown,0.0586
CUST_000917,BC,909,1892.52,99.61,16.0,mobile_app,ios,0.1376
CUST_000918,BC,1455,1080.5,36.02,9.1,atm,desktop_browser,0.1482
CUST_000919,BC,959,330.68,12.72,18.9,pos_terminal,android,0.1478
CUST_000920,BC,927,525.97,23.91,12.2,mobile_app,android,0.0314
CUST_000921,QC,529,647.58,17.04,11.2,pos_terminal,ios,0.1777
CUST_000922,AB,1283,3542.06,272.47,17.9,mobile_app,ios,0.0629
CUST_000923,AB,1466,350.58,14.61,9.1,mobile_app,android,0.0858
CUST_000924,BC,1343,1284.78,75.58,17.5,web,desktop_browser,0.1286
CUST_000925,ON,790,345.31,11.14,13.9,pos_terminal,desktop_browser,0.1842
CUST_000926,AB,1056,2556.11,88.14,15.3,mobile_app,android,0.4182
CUST_000927,ON,749,2720.3,82.43,15.9,mobile_app,desktop_browser,0.1675
CUST_000928,ON,953,1932.86,138.06,16.4,atm,android,0.1927
CUST_000929,ON,209,2679.29,99.23,14.7,pos_terminal,ios,0.3046
CUST_000930,QC,800,721.82,20.62,11.3,web,android,0.1885
CUST_000931,QC,56,1449.4,111.49,11.4,mobile_app,android,0.194
CUST_000932,QC,503,309.59,28.14,11.3,mobile_app,ios,0.2058
CUST_000933,ON,322,8663.37,393.79,10.0,mobile_app,desktop_browser,0.1251
CUST_000934,QC,1066,328.4,21.89,12.3,web,android,0.2261
CUST_000935,ON,61,1852.31,77.18,14.8,web,desktop_browser,0.2227
CUST_000936,BC,121,805.27,40.26,11.3,atm,desktop_browser,0.1684
CUST_000937,QC,1316,2095.87,87.33,14.7,pos_terminal,android,0.2988
CUST_000938,QC,1401,684.44,23.6,10.2,atm,android,0.0964
CUST_000939,MB,819,1283.07,41.39,9.0,pos_terminal,unknown,0.2199
CUST_000940,AB,849,227.71,7.85,17.5,mobile_app,android,0.1939
CUST_000941,ON,1255,672.79,42.05,19.0,pos_terminal,ios,0.1666
CUST_000942,ON,325,1379.97,86.25,16.8,web,unknown,0.3551
CUST_000943,PE,285,594.02,22.0,13.8,mobile_app,ios,0.2993
CUST_000944,QC,1122,953.07,24.44,13.7,mobile_app,android,0.2564
CUST_000945,ON,929,618.08,18.18,10.2,mobile_app,android,0.2983
CUST_000946,ON,222,299.7,17.63,10.0,web,ios,0.1955
CUST_000947,ON,593,1843.99,92.2,12.0,mobile_app,ios,0.0848
CUST_000948,BC,1421,2436.93,152.31,14.6,mobile_app,android,0.1936
CUST_000949,ON,560,459.84,19.99,15.5,pos_terminal,ios,0.4515
CUST_000950,ON,183,2855.6,83.99,19.4,phone,android,0.1213
CUST_000951,ON,124,927.81,40.34,10.3,web,ios,0.4625
CUST_000952,ON,709,116.21,8.3,15.1,mobile_app,ios,0.0514
CUST_000953,AB,1191,2460.95,98.44,12.7,pos_terminal,ios,0.1646
CUST_000954,QC,962,452.69,37.72,9.9,web,desktop_browser,0.0693
CUST_000955,SK,1222,1498.5,99.9,11.8,atm,android,0.1457
CUST_000956,MB,1316,1671.68,69.65,14.0,pos_terminal,android,0.12
CUST_000957,ON,1356,2304.02,209.46,14.6,web,ios,0.2925
CUST_000958,AB,1328,616.24,25.68,15.2,atm,ios,0.2434
CUST_000959,PE,1261,180.43,5.16,15.3,phone,android,0.0706
CUST_000960,BC,1201,4438.17,295.88,8.0,pos_terminal,ios,0.3276
CUST_000961,ON,1414,3035.73,303.57,9.3,mobile_app,ios,0.3547
CUST_000962,BC,326,2692.61,192.33,18.8,web,desktop_browser,0.0592
CUST_000963,QC,699,7870.25,342.18,13.7,mobile_app,android,0.0947
CUST_000964,ON,84,598.9,20.65,11.5,web,android,0.2903
CUST_000965,SK,1423,589.03,18.41,10.6,atm,desktop_browser,0.285
CUST_000966,ON,121,1423.09,49.07,9.0,atm,desktop_browser,0.2088
CUST_000967,SK,668,3525.44,320.49,12.1,mobile_app,ios,0.0932
CUST_000968,ON,983,831.18,36.14,16.2,pos_terminal,android,0.1711
CUST_000969,QC,1122,1289.49,37.93,10.9,mobile_app,android,0.3106
CUST_000970,SK,240,1203.25,75.2,18.9,web,android,0.3212
CUST_000971,BC,207,936.42,30.21,13.1,web,desktop_browser,0.0523
CUST_000972,ON,1394,710.02,59.17,14.6,pos_terminal,android,0.2463
CUST_000973,NS,362,1058.33,50.4,13.2,web,ios,0.345
CUST_000974,BC,706,3401.16,161.96,11.4,web,ios,0.275
CUST_000975,QC,63,1836.19,131.16,14.4,pos_terminal,ios,0.1928
CUST_000976,AB,248,981.75,65.45,12.9,mobile_app,unknown,0.1471
CUST_000977,ON,1016,4083.95,185.63,15.0,mobile_app,android,0.0115
CUST_000978,QC,133,828.24,25.88,14.7,pos_terminal,android,0.0521
CUST_000979,PE,604,968.63,34.59,14.1,mobile_app,ios,0.2119
CUST_000980,BC,1406,931.48,34.5,14.2,web,desktop_browser,0.1416
CUST_000981,NS,1409,1857.92,84.45,13.6,mobile_app,android,0.2548
CUST_000982,NS,288,2505.55,125.28,13.2,atm,ios,0.046
CUST_000983,ON,654,818.55,22.12,14.8,mobile_app,android,0.1668
CUST_000984,BC,201,781.67,39.08,15.2,mobile_app,android,0.2959
CUST_000985,ON,713,1222.38,53.15,11.8,web,ios,0.0447
CUST_000986,ON,532,4724.09,147.63,10.3,web,android,0.0701
CUST_000987,AB,1490,476.17,36.63,12.2,mobile_app,ios,0.3248
CUST_000988,AB,161,1920.85,76.83,15.5,mobile_app,ios,0.0952
CUST_000989,NL,1139,708.56,18.17,10.0,mobile_app,android,0.1363
CUST_000990,ON,952,2029.15,92.23,12.4,mobile_app,android,0.144
CUST_000991,QC,1495,5139.89,160.62,13.8,atm,ios,0.3772
CUST_000992,AB,898,434.39,18.1,15.4,atm,android,0.1128
CUST_000993,BC,67,389.69,10.26,13.1,mobile_app,ios,0.144
CUST_000994,ON,1458,870.54,22.32,16.0,mobile_app,desktop_browser,0.1184
CUST_000995,QC,1097,4194.99,131.09,12.6,mobile_app,desktop_browser,0.1259
CUST_000996,QC,548,466.79,19.45,11.1,mobile_app,ios,0.1413
CUST_000997,ON,594,4493.48,144.95,12.5,web,android,0.078
CUST_000998,ON,1296,372.03,33.82,13.1,mobile_app,unknown,0.2848
CUST_000999,NS,312,88.84,4.68,16.4,pos_terminal,android,0.1824
CUST_001000,ON,88,1548.7,86.04,16.8,pos_terminal,ios,0.422
CUST_001001,SK,1208,1654.91,97.35,14.9,atm,android,0.072
CUST_001002,QC,1363,3429.26,163.3,13.2,mobile_app,unknown,0.1325
CUST_001003,QC,673,787.26,46.31,18.3,mobile_app,ios,0.2164
CUST_001004,BC,327,1052.59,30.07,15.2,mobile_app,ios,0.0467
CUST_001005,QC,819,1846.65,167.88,18.6,mobile_app,android,0.1365
CUST_001006,ON,785,1075.17,48.87,17.9,pos_terminal,ios,0.1732
CUST_001007,MB,283,883.85,36.83,10.2,pos_terminal,ios,0.2649
CUST_001008,ON,1394,1349.97,75.0,18.0,pos_terminal,ios,0.1313
CUST_001009,NB,1350,1320.38,34.75,9.8,web,desktop_browser,0.1323
CUST_001010,MB,928,1090.09,77.86,16.5,web,ios,0.4035
CUST_001011,BC,221,444.56,31.75,19.7,mobile_app,desktop_browser,0.0955
CUST_001012,ON,146,1000.28,55.57,14.9,pos_terminal,ios,0.2123
CUST_001013,AB,494,1734.99,108.44,15.1,mobile_app,android,0.3847
CUST_001014,ON,1210,435.41,22.92,15.9,web,desktop_browser,0.2316
CUST_001015,MB,526,1158.5,50.37,19.6,pos_terminal,ios,0.1575
CUST_001016,AB,1163,505.82,25.29,10.3,mobile_app,ios,0.0338
CUST_001017,QC,751,2139.24,85.57,15.9,mobile_app,desktop_browser,0.3099
CUST_001018,QC,53,507.24,39.02,16.0,pos_terminal,ios,0.7302
CUST_001019,QC,1236,468.45,18.74,14.6,pos_terminal,android,0.238
CUST_001020,ON,134,1283.65,75.51,10.6,atm,android,0.0882
CUST_001021,ON,1264,1087.25,31.06,19.3,pos_terminal,ios,0.184
CUST_001022,QC,708,1726.41,46.66,12.7,web,android,0.1957
CUST_001023,QC,733,5407.14,318.07,18.1,web,ios,0.2409
CUST_001024,QC,513,3843.13,192.16,14.4,mobile_app,ios,0.1174
CUST_001025,QC,115,913.47,65.25,12.4,mobile_app,ios,0.3124
CUST_001026,BC,1002,449.39,34.57,15.4,mobile_app,android,0.5008
CUST_001027,QC,410,1806.69,54.75,13.0,pos_terminal,desktop_browser,0.2597
CUST_001028,ON,502,987.62,49.38,15.6,pos_terminal,ios,0.0124
CUST_001029,QC,857,2228.9,117.31,18.0,phone,android,0.191
CUST_001030,ON,275,2869.23,98.94,9.6,web,android,0.0393
CUST_001031,ON,387,664.05,22.9,16.6,pos_terminal,ios,0.0985
CUST_001032,ON,1383,288.04,8.23,9.4,mobile_app,android,0.2879
CUST_001033,ON,1430,378.08,37.81,12.8,pos_terminal,ios,0.1172
CUST_001034,QC,1042,4478.1,149.27,19.5,web,ios,0.2481
CUST_001035,SK,981,1785.19,52.51,12.9,web,desktop_browser,0.1875
CUST_001036,ON,1180,778.92,43.27,18.1,atm,android,0.1693
CUST_001037,ON,1208,1308.81,38.49,10.0,mobile_app,ios,0.3289
CUST_001038,ON,1076,621.41,32.71,12.9,web,android,0.0572
CUST_001039,QC,358,1477.75,39.94,10.5,mobile_app,unknown,0.1977
CUST_001040,ON,1477,1023.54,53.87,11.9,phone,unknown,0.3326
CUST_001041,ON,129,792.44,72.04,12.0,web,android,0.0583
CUST_001042,QC,1051,720.38,42.38,13.8,atm,android,0.0778
CUST_001043,QC,364,1565.52,46.04,14.7,phone,ios,0.1175
CUST_001044,QC,492,2375.44,95.02,15.8,web,android,0.1462
CUST_001045,QC,1313,353.95,32.18,12.8,pos_terminal,android,0.3304
CUST_001046,ON,1390,135.56,6.46,13.0,mobile_app,android,0.4406
CUST_001047,BC,1159,1030.44,103.04,11.6,pos_terminal,ios,0.1727
CUST_001048,ON,1316,1087.69,90.64,22.2,mobile_app,unknown,0.0548
CUST_001049,ON,405,631.37,30.07,11.3,atm,android,0.247
CUST_001050,ON,875,1460.22,42.95,13.0,web,ios,0.461
CUST_001051,BC,119,1208.4,30.98,18.0,mobile_app,android,0.1318
CUST_001052,ON,728,727.73,25.09,10.7,web,android,0.1007
CUST_001053,ON,1119,1657.8,118.41,14.8,mobile_app,ios,0.1192
CUST_001054,ON,1383,1258.0,59.9,13.2,pos_terminal,desktop_browser,0.1415
CUST_001055,QC,486,2814.64,156.37,13.8,mobile_app,ios,0.4047
CUST_001056,ON,33,233.9,19.49,15.6,pos_terminal,desktop_browser,0.1312
CUST_001057,QC,1209,1026.12,64.13,11.7,mobile_app,ios,0.1507
CUST_001058,NS,618,1143.56,103.96,18.4,mobile_app,desktop_browser,0.1658
CUST_001059,QC,1069,403.57,20.18,17.6,phone,android,0.0704
CUST_001060,AB,571,3869.72,322.48,16.9,mobile_app,android,0.1134
CUST_001061,ON,278,2853.04,142.65,14.6,mobile_app,android,0.1593
CUST_001062,ON,823,1647.58,71.63,13.2,web,ios,0.3618
CUST_001063,ON,879,894.47,44.72,12.8,web,ios,0.2655
CUST_001064,ON,1172,1495.85,87.99,19.5,mobile_app,desktop_browser,0.3352
CUST_001065,QC,263,605.29,27.51,11.2,web,ios,0.0854
CUST_001066,QC,620,1732.92,57.76,13.5,pos_terminal,ios,0.0848
CUST_001067,ON,719,1081.58,67.6,15.8,web,desktop_browser,0.2644
CUST_001068,SK,495,2941.61,75.43,12.7,mobile_app,unknown,0.0441
CUST_001069,ON,1091,609.71,32.09,15.3,pos_terminal,android,0.1311
CUST_001070,QC,1184,2583.28,95.68,11.9,mobile_app,ios,0.2897
CUST_001071,ON,223,313.7,19.61,12.0,mobile_app,ios,0.0586
CUST_001072,BC,162,6063.78,159.57,9.3,mobile_app,ios,0.2705
CUST_001073,BC,596,312.74,8.69,13.5,mobile_app,ios,0.3646
CUST_001074,BC,1172,3025.92,108.07,14.6,web,android,0.2475
CUST_001075,QC,709,1823.62,46.76,16.4,mobile_app,desktop_browser,0.3075
CUST_001076,MB,784,2445.04,152.82,14.8,web,ios,0.153
CUST_001077,BC,1436,5100.79,212.53,18.5,web,ios,0.2489
CUST_001078,AB,857,647.25,21.58,13.6,web,android,0.0447
CUST_001079,QC,261,650.61,17.12,13.5,pos_terminal,ios,0.1239
CUST_001080,QC,404,256.08,8.0,18.4,web,ios,0.1054
CUST_001081,AB,100,2777.68,79.36,11.0,pos_terminal,ios,0.4919
CUST_001082,MB,128,647.72,34.09,12.0,web,android,0.324
CUST_001083,ON,845,5029.06,239.48,15.7,mobile_app,android,0.179
CUST_001084,MB,135,1976.7,141.19,16.3,atm,ios,0.3677
CUST_001085,MB,1020,990.2,30.94,13.8,mobile_app,android,0.1991
CUST_001086,ON,1105,300.61,7.71,15.4,mobile_app,ios,0.0724
CUST_001087,QC,866,2825.1,100.9,15.3,atm,desktop_browser,0.1157
CUST_001088,ON,126,1428.72,68.03,15.7,web,unknown,0.085
CUST_001089,AB,433,154.75,9.1,13.0,mobile_app,android,0.3979
CUST_001090,SK,973,2533.53,149.03,14.3,pos_terminal,ios,0.1953
CUST_001091,BC,757,1153.82,60.73,13.3,mobile_app,desktop_browser,0.1185
CUST_001092,BC,740,5167.19,198.74,16.5,web,android,0.2061
CUST_001093,ON,1089,285.92,8.93,9.3,mobile_app,android,0.2032
CUST_001094,QC,78,1596.55,76.03,14.5,web,android,0.1299
CUST_001095,QC,1047,2177.84,114.62,20.9,pos_terminal,ios,0.0881
CUST_001096,ON,271,1059.31,44.14,7.8,mobile_app,ios,0.14
